"Story","Title","Result","Date","Stability","Duration (s)"
"consultar posts","Consulta","PENDING","2022-03-25T23:20:16.32-05:00[America/Bogota]","0.0","0.01"
"consultar posts","consulta exitosa","SUCCESS","2022-03-27T17:44:45.235-05:00[America/Bogota]","0.0","5.8"
"consultar posts","consulta exitosa de informacion de un usuario","SUCCESS","2022-03-27T17:44:51.042-05:00[America/Bogota]","0.0","0.65"
